Text,Label
"Dolor de hombro
Debilidad del hombro o del brazo
Hombro hinchado o con hematomas
Movimiento limitado del hombro
Un bulto y una inflamación en la parte superior del hombro
Cuándo consultar al médico
Comunícate con el médico si tienes sensibilidad o dolor persistentes cerca del extremo de la clavícula.
When to see a doctor
Contact your doctor if you have persistent tenderness or pain near the end of your collarbone.",Hombro dislocado
"El hombro rígido generalmente se manifiesta lentamente y en tres etapas. Cada etapa puede durar meses.
Etapa de bloqueo motor. Cualquier movimiento del hombro genera dolor y la amplitud de movimiento de esta parte del cuerpo comienza a limitarse.
Etapa de bloqueo motor.
Etapa rígida. El dolor puede comenzar a disminuir durante esta etapa. Sin embargo, el hombro se torna rígido y es cada vez más difícil usarlo.
Etapa rígida.
Etapa de descongelamiento. La amplitud de movimiento del hombro comienza a mejorar.
Etapa de descongelamiento.
Para algunas personas, el dolor es peor de noche e incluso, a veces, interrumpe el sueño.",Hombro rígido
"Están engrosadas
Cambian de color de blanco a amarillo amarronado
Están frágiles, descamadas o irregulares
Tienen forma anormal
Tienen un color oscuro, provocado por la acumulación de residuos debajo de la uña
Tienen un olor ligeramente desagradable
Los hongos de las uñas pueden afectar las uñas de las manos, pero son más frecuentes en las uñas de los pies.
Cuándo debes consultar con un médico
Puedes hacer una consulta con el médico si las medidas de cuidado personal no funcionaron y la uña está cada vez más decolorada, engrosada o deformada. Además, haz una consulta si padeces diabetes y crees que te están saliendo hongos en las uñas.",Hongos en las uñas
"Un hoyuelo sacro consta de una muesca, o «pozo» en la piel de la parte inferior de la espalda, justo por encima del pliegue entre los glúteos.",Hoyuelo sacro
"La piel del bebé se vuelve más amarilla.
La piel del abdomen, los brazos o las piernas del bebé tiene una tonalidad amarillenta.
Las partes blancas de los ojos del bebé tienen una tonalidad amarillenta.
El bebé parece débil o enfermo, o es difícil despertarlo.
El bebé no aumenta de peso o no se alimenta bien.
El bebé tiene un llanto agudo.
El bebé manifiesta otros signos o síntomas que te preocupan.",Ictericia infantil
"Piel seca y escamosa
Escamas pequeñas en forma de tejas
Escamas de color blanco, gris sucio o marrón, con escamas de color más oscuro, generalmente, en la piel más oscura
Cuero cabelludo escamoso
Grietas profundas y dolorosas en la piel
Por lo general, las escamas aparecen en los codos y en la parte inferior de las piernas y pueden ser especialmente gruesas y oscuras en las canillas. La mayoría de los casos de ictiosis vulgar es leve, pero algunos pueden ser graves. La gravedad de los síntomas puede variar ampliamente entre familiares que padecen la enfermedad.
Normalmente, los síntomas empeoran o son más pronunciados en ambientes fríos y secos, y tienden a mejorar o incluso a desaparecer en ambientes cálidos y húmedos.
Cuándo consultar al médico
Si sospechas que tú o tu hijo tienen ictiosis vulgar, habla con tu médico de familia o con un dermatólogo. El médico puede diagnosticar esta enfermedad a través del examen de las escamas características.
Además, si los síntomas empeoran o no mejoran con las medidas de cuidado personal, asegúrate de solicitar asesoramiento médico. Es posible que necesites un medicamento más fuerte para controlar la enfermedad.",Ictiosis vulgar
"Los síntomas principales del impétigo son llagas rojizas que generalmente aparecen alrededor de la nariz y la boca. Las llagas se rompen rápidamente, exudan durante algunos días y luego forman costras amarillentas. Las llagas pueden propagarse a otras áreas del cuerpo mediante el contacto, la ropa y las toallas. La picazón y el dolor generalmente son leves.
Existe un tipo menos común de esta afección, que se denomina impétigo bulloso, que provoca grandes ampollas en el tronco en bebés y niños pequeños. La ectima es un tipo de impétigo grave que provoca llagas dolorosas que están llenas de líquido o pus.",Impétigo
"Diarrea
Estreñimiento
Gases e hinchazón
Cuándo consultar al médico
Consulta con el médico si tú o tu hijo desarrollan incontinencia fecal, especialmente si es frecuente o grave, o si causa angustia emocional. Muchas veces, las personas se resisten a hablar con sus médicos sobre la incontinencia fecal. Sin embargo, hay tratamientos disponibles y cuanto más pronto te examinen, más pronto podrás encontrar alivio para tus síntomas.",Incontinencia fecal
"Restringir tus actividades y limitar tus interacciones sociales.
Repercutir de manera negativa en tu calidad de vida.
Aumentar el riesgo de caídas en los adultos mayores cuando van de prisa al baño.
Indicar una afección subyacente.",Incontinencia urinaria
"Al toser o estornudar
Al reír
Al inclinarte
Al levantar cosas pesadas
Al hacer actividad física
Al tener relaciones sexuales
Es posible que no tengas incontinencia cada vez que hagas estas cosas, pero cualquier actividad que aumente la presión puede hacerte más propenso a las pérdidas de orina involuntarias, en especial si tienes la vejiga llena.
Cuándo debes consultar a un médico
Habla con tu médico si tus síntomas son molestos o interfieren en tus actividades diarias, como el trabajo, tus pasatiempos o tu vida social.",Incontinencia urinaria por esfuerzo
"Necesidad imperiosa y constante de orinar
Sensación de ardor al orinar
Orinar frecuentemente en pequeñas cantidades
Orina de aspecto turbio
Orina de color rojo, rosa brillante o amarronado (un signo de sangre en la orina)
Orina con olor fuerte
Dolor pélvico en las mujeres, especialmente en el centro de la pelvis y alrededor de la zona del hueso púbico
En los adultos mayores, es posible que las infecciones de las vías urinarias se pasen por alto o se confundan con otras afecciones.
Tipos de infecciones de las vías urinarias
Cada tipo de infección de las vías urinarias puede provocar signos y síntomas más específicos según la parte de las vías urinarias que esté infectada.
Cuándo consultar al médico
Consulta con el médico si tienes signos y síntomas de una infección de las vías urinarias.",Infección de las vías urinarias
"Los síntomas duran más de un día
Los síntomas están presentes en un niño menor de 6 meses
El dolor de oído es intenso
Tu bebé o niño pequeño no puede dormir o está irritable después de un resfriado u otra infección de las vías respiratorias superiores
Observas una secreción de líquido, pus o líquido sanguinolento del oído",Infección del oído (oído medio)
"Tres o más deposiciones acuosas al día
Síntomas que duran más de dos días
Una nueva fiebre
Dolor abdominal intenso o cólicos
Presencia de sangre en las heces.",Infección por C. difficile
"Diarrea líquida
Deshidratación
Falta de apetito
Pérdida de peso
Dolor o calambres estomacales
Fiebre
Náuseas
Vómitos
Los síntomas pueden durar hasta dos semanas, aunque pueden aparecer y desaparecer hasta por un mes, incluso en personas con un sistema inmunitario saludable. Algunas personas con infección por criptosporidio no presentan síntomas.
Cuándo consultar al médico
Busca atención médica si la diarrea líquida no mejora en el plazo de unos días.",Infección por criptosporidios
"Ojos hundidos
Sequedad en la boca y la lengua
Disminución en la producción de lágrimas
Menor producción de orina",Infección por Cyclospora
"Diarrea líquida y, a veces, con olor desagradable que puede alternar con heces blandas y grasosas
Fatiga
Cólicos estomacales e hinchazón
Gases
Náuseas
Pérdida de peso
Los signos y síntomas de la infección por Giardia pueden durar entre dos y seis semanas, pero, en algunas personas, están presentes por más tiempo o pueden volver.
Cuándo debes consultar con un médico
Llama al médico si tienes heces líquidas, distensión abdominal, cólicos estomacales y náuseas que duran más de una semana, o si te deshidratas. Asegúrate de avisarle al médico si tienes riesgo de desarrollar una infección causada por Giardia lamblia, es decir, si tienes un niño que asiste a una guardería, si has viajado recientemente a un área donde la infección es frecuente o si has tragado agua de un lago o arroyo.",Infección por giardia (giardiosis)
"Picazón de la zona anal o vaginal
Insomnio, irritabilidad, rechinado de dientes y agitación
Dolor de estómago y náuseas ocasionales
A menudo, los parásitos de oxiuro no causan síntomas.
Cuándo debes consultar a un médico
Habla con el médico si tienes picazón anal intensa, en especial durante la noche.",Infección por gusanos intestinales
"Dolor abdominal intenso o persistente
Dificultad para tragar
Heces con sangre o de color negro alquitranado
Vómitos con sangre o de color negro, o vómito que parece granos de café",Infección por helicobácter pylori
"Poco apetito
Irritabilidad
Fiebre
Vómitos
Dificultad para respirar
Cuándo debes consultar a un médico
Si has comido un alimento que se ha retirado del mercado debido a un brote de listeria, presta atención a posibles signos o síntomas de enfermedad. Si tienes fiebre, dolores musculares, náuseas o diarrea, comunícate con tu médico. Lo mismo se aplica si te enfermas luego de ingerir un producto potencialmente contaminado, como alimentos fabricados con leche no pasteurizada, perritos calientes (hot dogs) o fiambres que no se hayan cocido bien.
Si tienes fiebre alta, dolor de cabeza intenso, rigidez de cuello, confusión o sensibilidad a la luz, busca atención de emergencia. Estos signos y síntomas pueden indicar una meningitis bacteriana, una complicación mortal de la infección por listeria.",Infección por listeria
"Rigidez en el cuello
Sensibilidad a la luz
Desorientación
Pérdida de equilibrio
Somnolencia
Convulsiones
Alucinaciones
La enfermedad puede avanzar rápidamente y en general deriva en la muerte en aproximadamente cinco días del inicio de los síntomas.
Cuándo debes consultar con un médico
Busca atención médica inmediata si repentinamente tienes fiebre, dolor de cabeza, rigidez en el cuello y vómitos, especialmente si has estado recientemente en agua dulce tibia.",Infección por Naegleria
"Náuseas
Vómitos
Dolor o cólicos estomacales
Diarrea líquida o blanda
Sensación de malestar general
Fiebre baja
Dolor muscular
Los signos y síntomas suelen comenzar entre 12 y 48 horas después de la exposición al norovirus y duran de uno a tres días. Puedes seguir excretando el virus en las heces hasta dos semanas después de la recuperación. Esta expulsión puede durar de semanas a meses si tienes una afección de salud subyacente.
Algunas personas con infección por norovirus no muestran signos ni síntomas. Sin embargo, siguen siendo contagiosas y pueden propagar el virus a otros.
Cuándo debes consultar a un médico
Busca atención médica si la diarrea no se detiene en el plazo de varios días. También debes llamar a tu médico si presentas vómitos intensos, heces con sangre, dolor abdominal o deshidratación.",Infección por norovirus
